id,template_name,template_type,field_mappings,created_by,created_at,updated_at
93719455-2ff0-4fbf-9bbc-93c3e0a1cb55,companies4 1,companies,"{""status"": ""Status"", ""industry"": ""Industry"", ""location"": ""Location"", ""company_name"": ""Company Name""}",4d0e5257-f98e-4bcc-88d0-5061f60cd37c,2025-07-24 12:56:20.001115+00,2025-07-24 12:56:20.001115+00
